PARAMETER,LAT,LON,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANN,Mean
PRECTOTCORR_SUM,23.25,-5.25,14.77,23.73,51.15,18.46,44.82,21.09,89.65,213.05,250.49,175.08,27.95,30.06,960.29,80.025
PRECTOTCORR_SUM,23.25,-5.75,13.71,21.62,47.99,17.93,43.24,21.09,69.08,205.66,239.41,160.84,33.75,32.7,907.03,75.58500000000001
PRECTOTCORR_SUM,23.25,-6.25,15.82,13.18,29.0,15.82,36.91,21.09,50.1,195.12,258.4,129.2,31.64,36.91,833.2,69.43249999999999
PRECTOTCORR_SUM,23.25,-6.75,20.04,17.4,22.68,15.82,20.04,23.2,62.75,266.84,281.6,97.56,42.19,53.79,923.91,76.9925
PRECTOTCORR_SUM,23.75,-1.25,2.64,21.09,15.82,34.28,10.55,13.18,31.64,73.83,105.47,63.28,23.73,2.64,398.14,33.17916666666667
PRECTOTCORR_SUM,23.75,-1.75,4.75,21.09,20.04,25.84,10.55,13.18,37.97,82.27,107.58,56.95,25.84,4.75,410.8,34.23416666666666
PRECTOTCORR_SUM,23.75,-2.25,6.86,17.93,25.84,22.15,12.13,17.93,34.8,103.36,112.85,64.86,27.95,6.86,453.52,37.79333333333334
PRECTOTCORR_SUM,23.75,-2.75,7.91,15.82,33.22,24.26,13.18,20.04,34.8,130.78,125.51,79.63,25.84,6.86,517.85,43.15416666666666
PRECTOTCORR_SUM,23.75,-3.25,7.91,16.35,37.97,25.84,14.77,15.82,41.13,150.29,142.91,95.98,17.93,6.33,573.22,47.76916666666667
PRECTOTCORR_SUM,23.75,-3.75,7.91,18.46,31.64,13.18,21.09,5.27,47.46,139.75,155.57,110.74,5.27,10.55,566.89,47.24083333333332
PRECTOTCORR_SUM,23.75,-4.25,12.13,20.57,25.31,15.29,42.19,11.6,58.01,169.28,216.74,146.6,17.93,12.66,748.3,62.35916666666666
PRECTOTCORR_SUM,23.75,-4.75,17.93,32.17,26.89,18.98,50.62,17.93,54.32,205.14,247.85,172.97,27.42,19.51,891.74,74.31083333333333
PRECTOTCORR_SUM,23.75,-5.25,20.04,37.44,29.0,21.09,49.57,18.98,46.93,220.96,243.63,182.46,32.7,25.84,928.65,77.38666666666667
PRECTOTCORR_SUM,23.75,-5.75,17.4,30.59,26.37,20.04,41.66,17.93,41.13,217.27,219.9,169.8,34.28,31.64,868.01,72.33416666666666
PRECTOTCORR_SUM,23.75,-6.25,13.18,15.82,15.82,15.82,29.0,26.37,36.91,221.48,213.57,131.84,34.28,42.19,796.29,66.35666666666667
PRECTOTCORR_SUM,23.75,-6.75,21.62,17.93,22.15,15.82,16.35,28.48,41.13,320.62,281.07,119.18,46.93,61.17,992.46,82.70416666666667
PRECTOTCORR_SUM,24.25,-1.25,15.82,21.09,23.73,31.64,10.55,13.18,18.46,58.01,79.1,76.46,36.91,2.64,387.6,32.29916666666666
PRECTOTCORR_SUM,24.25,-1.75,17.93,18.98,30.06,27.42,12.66,11.07,18.46,64.34,98.09,76.46,41.13,6.86,423.46,35.288333333333334
PRECTOTCORR_SUM,24.25,-2.25,21.62,21.62,30.06,29.53,16.35,16.87,15.29,92.81,118.65,90.7,50.1,11.07,514.69,42.889166666666675
PRECTOTCORR_SUM,24.25,-2.75,24.79,23.73,34.28,37.97,20.57,18.98,15.29,128.67,138.69,118.13,52.21,12.13,625.43,52.12
PRECTOTCORR_SUM,24.25,-3.25,25.84,27.42,39.02,43.77,24.26,13.71,20.04,155.57,159.79,146.6,41.13,11.07,708.22,59.01833333333334
PRECTOTCORR_SUM,24.25,-3.75,23.73,42.19,26.37,29.0,26.37,5.27,26.37,155.57,187.21,152.93,15.82,13.18,704.0,58.6675
PRECTOTCORR_SUM,24.25,-4.25,27.95,52.73,32.7,22.68,49.57,13.71,41.13,193.54,235.72,182.46,45.35,11.07,908.61,75.71750000000002
PRECTOTCORR_SUM,24.25,-4.75,29.0,61.7,32.7,22.68,60.12,18.98,43.24,236.25,273.16,202.5,66.97,26.37,1073.67,89.47249999999998
PRECTOTCORR_SUM,24.25,-5.25,27.95,57.48,29.53,22.68,58.01,20.04,39.02,248.91,277.38,210.94,74.36,37.97,1104.26,92.0225
PRECTOTCORR_SUM,24.25,-5.75,24.79,40.08,26.37,19.51,44.3,19.51,35.33,234.67,257.34,206.72,67.5,40.61,1016.72,84.72749999999999
PRECTOTCORR_SUM,24.25,-6.25,18.46,21.09,26.37,13.18,21.09,23.73,39.55,234.67,253.12,189.84,52.73,44.82,938.67,78.22083333333335
PRECTOTCORR_SUM,24.25,-6.75,43.77,18.98,36.91,21.62,21.09,23.73,35.33,331.7,324.84,208.83,71.72,61.7,1200.23,100.01833333333333
PRECTOTCORR_SUM,24.75,-1.25,29.0,23.73,44.82,47.46,21.09,13.18,18.46,47.46,60.64,116.02,58.01,15.82,495.7,41.3075
PRECTOTCORR_SUM,24.75,-1.75,35.33,23.73,51.15,43.24,25.31,8.96,16.35,47.46,98.61,122.34,62.23,22.15,556.88,46.405
PRECTOTCORR_SUM,24.75,-2.25,43.24,34.8,47.99,50.1,34.28,15.82,14.24,77.52,146.07,139.75,75.94,25.31,705.06,58.754999999999995
PRECTOTCORR_SUM,24.75,-2.75,45.35,47.46,46.93,62.75,43.77,20.04,13.18,114.43,182.99,168.22,76.99,22.15,844.28,70.355
PRECTOTCORR_SUM,24.75,-3.25,41.13,57.48,49.04,67.5,47.46,16.35,13.18,144.49,204.08,194.59,61.7,17.4,914.41,76.2
PRECTOTCORR_SUM,24.75,-3.75,36.91,65.92,44.82,42.19,36.91,7.91,13.18,163.48,218.85,192.48,44.82,23.73,891.21,74.26666666666667
PRECTOTCORR_SUM,24.75,-4.25,39.02,78.57,61.7,33.75,53.79,14.24,34.28,199.34,275.8,222.01,80.68,27.95,1121.13,93.42750000000001
PRECTOTCORR_SUM,24.75,-4.75,39.55,73.83,70.66,33.22,62.75,22.15,44.3,239.94,320.1,237.3,110.21,47.99,1302.01,108.5
PRECTOTCORR_SUM,24.75,-5.25,39.55,59.06,72.77,34.28,61.7,22.15,45.35,247.32,328.54,245.74,121.82,58.54,1336.82,111.40166666666666
PRECTOTCORR_SUM,24.75,-5.75,37.97,41.66,70.14,32.17,49.57,16.35,42.19,222.54,307.44,254.18,112.85,55.37,1242.42,103.53583333333331
PRECTOTCORR_SUM,24.75,-6.25,31.64,29.0,65.92,23.73,26.37,18.46,42.19,205.66,292.68,268.95,89.65,55.37,1149.61,95.80166666666668
PRECTOTCORR_SUM,24.75,-6.75,71.72,33.22,65.92,34.28,22.15,20.57,40.08,277.38,358.07,349.1,106.52,68.03,1447.03,120.58666666666664
PRECTOTCORR_SUM,25.25,-1.25,31.64,26.37,71.19,65.92,29.0,13.18,10.55,29.0,50.1,129.2,60.64,26.37,543.16,45.26333333333334
PRECTOTCORR_SUM,25.25,-1.75,37.97,36.91,69.08,63.81,39.55,13.18,6.33,26.89,81.74,135.53,69.08,30.59,610.66,50.88833333333334
PRECTOTCORR_SUM,25.25,-2.25,45.88,53.79,71.72,72.77,48.52,19.51,6.86,51.68,129.2,160.84,80.68,31.64,773.09,64.42416666666666
PRECTOTCORR_SUM,25.25,-2.75,49.04,73.83,72.77,83.32,56.95,23.73,7.91,79.1,173.5,190.37,79.63,28.48,918.63,76.5525
PRECTOTCORR_SUM,25.25,-3.25,44.82,85.96,70.66,82.27,59.06,20.57,7.38,99.14,197.75,207.25,68.55,24.79,968.2,80.68333333333332
PRECTOTCORR_SUM,25.25,-3.75,34.28,71.19,68.55,52.73,42.19,7.91,5.27,116.02,187.21,192.48,68.55,29.0,875.39,72.94833333333332
PRECTOTCORR_SUM,25.25,-4.25,40.61,79.63,83.32,42.19,44.3,10.02,22.15,143.44,244.16,219.9,98.09,39.55,1067.34,88.94666666666666
PRECTOTCORR_SUM,25.25,-4.75,43.77,64.34,101.25,37.97,49.57,15.29,32.7,178.77,291.62,241.0,126.04,48.52,1230.82,102.57000000000001
PRECTOTCORR_SUM,25.25,-5.25,43.77,48.52,110.74,37.97,49.57,14.24,36.91,186.15,303.22,249.43,135.53,51.68,1267.73,105.64416666666666
PRECTOTCORR_SUM,25.25,-5.75,41.13,40.08,106.52,37.44,41.13,8.96,36.39,162.95,281.6,246.8,123.4,50.1,1176.5,98.04166666666667
PRECTOTCORR_SUM,25.25,-6.25,36.91,31.64,89.65,29.0,26.37,13.18,34.28,139.75,258.4,242.58,100.2,50.1,1052.05,87.67166666666667
PRECTOTCORR_SUM,25.25,-6.75,74.88,46.41,70.66,35.33,22.15,19.51,30.06,173.5,296.37,326.95,114.96,66.97,1277.75,106.47916666666667
PRECTOTCORR_SUM,25.75,-1.25,34.28,34.28,73.83,76.46,23.73,10.55,2.64,7.91,36.91,131.84,52.73,23.73,508.89,42.4075
PRECTOTCORR_SUM,25.75,-1.75,34.28,53.26,69.61,76.46,38.5,12.66,0.53,14.24,55.9,136.05,65.39,27.95,584.82,48.73583333333334
PRECTOTCORR_SUM,25.75,-2.25,37.44,67.5,74.88,79.63,45.35,17.93,3.16,30.06,104.94,164.0,73.3,27.42,725.62,60.4675
PRECTOTCORR_SUM,25.75,-2.75,41.66,86.48,82.27,75.41,47.46,20.04,5.27,46.93,143.96,194.59,71.19,27.42,842.7,70.22333333333333
PRECTOTCORR_SUM,25.75,-3.25,41.13,100.2,85.96,63.81,44.3,15.82,4.75,58.01,154.51,209.88,67.5,28.48,874.34,72.8625
PRECTOTCORR_SUM,25.75,-3.75,26.37,79.1,81.74,55.37,31.64,5.27,2.64,58.01,139.75,195.12,84.38,26.37,785.74,65.48
PRECTOTCORR_SUM,25.75,-4.25,41.13,76.99,94.39,46.93,29.53,3.16,13.18,76.99,177.71,209.88,94.92,36.91,901.76,75.14333333333333
PRECTOTCORR_SUM,25.75,-4.75,46.41,63.81,107.05,44.82,36.91,4.22,18.98,102.3,233.09,230.98,114.96,36.39,1039.92,86.66000000000001
PRECTOTCORR_SUM,25.75,-5.25,46.41,52.21,112.32,43.77,37.97,4.22,21.09,112.85,257.34,238.36,124.45,34.28,1085.27,90.43916666666667
PRECTOTCORR_SUM,25.75,-5.75,45.88,44.82,103.36,39.02,29.0,3.16,20.57,102.83,243.63,228.87,113.91,33.22,1008.28,84.0225
PRECTOTCORR_SUM,25.75,-6.25,50.1,34.28,73.83,26.37,18.46,5.27,18.46,81.74,226.76,216.21,84.38,29.0,864.84,72.07166666666667
PRECTOTCORR_SUM,25.75,-6.75,66.97,53.26,61.17,26.37,20.57,11.6,14.24,102.83,228.87,260.51,109.69,66.97,1023.05,85.25416666666666
PRECTOTCORR_SUM,26.25,-1.25,31.64,60.64,71.19,89.65,18.46,10.55,2.64,5.27,55.37,131.84,58.01,26.37,561.62,46.8025
PRECTOTCORR_SUM,26.25,-1.75,33.75,85.96,66.97,87.54,24.79,10.55,2.64,15.82,61.7,142.38,62.23,26.37,620.68,51.725
PRECTOTCORR_SUM,26.25,-2.25,35.86,90.7,70.66,93.34,34.28,13.71,4.22,26.37,101.25,171.91,68.03,24.79,735.12,61.26
PRECTOTCORR_SUM,26.25,-2.75,40.08,100.2,76.99,83.85,35.33,14.77,4.22,41.13,135.0,198.28,75.41,24.79,830.04,69.17083333333332
PRECTOTCORR_SUM,26.25,-3.25,44.82,111.27,85.43,61.17,27.95,12.13,2.11,56.43,148.18,210.94,86.48,27.95,874.86,72.90500000000002
PRECTOTCORR_SUM,26.25,-3.75,44.82,92.29,100.2,52.73,23.73,7.91,0.0,60.64,150.29,210.94,105.47,34.28,883.3,73.60833333333333
PRECTOTCORR_SUM,26.25,-4.25,61.7,79.63,123.4,52.73,23.73,1.58,12.66,75.41,173.5,227.81,101.25,51.15,984.55,82.04583333333333
PRECTOTCORR_SUM,26.25,-4.75,70.66,76.46,132.36,54.32,30.06,3.16,17.4,98.09,228.34,252.6,112.85,53.79,1130.1,94.17416666666666
PRECTOTCORR_SUM,26.25,-5.25,73.83,70.14,128.14,50.1,30.06,4.22,17.4,106.52,256.82,266.31,124.45,49.57,1177.56,98.13
PRECTOTCORR_SUM,26.25,-5.75,73.3,61.17,111.27,40.08,22.15,2.64,13.71,99.67,242.58,267.36,124.98,44.82,1103.73,91.97749999999998
PRECTOTCORR_SUM,26.25,-6.25,71.19,63.28,81.74,31.64,15.82,2.64,5.27,97.56,210.94,271.58,108.11,44.82,1004.59,83.71583333333332
PRECTOTCORR_SUM,26.25,-6.75,83.85,90.7,83.85,35.86,22.15,8.96,3.16,120.76,208.83,303.22,143.96,101.78,1207.09,100.58999999999999
PRECTOTCORR_SUM,26.75,-1.25,42.19,97.56,81.74,100.2,15.82,7.91,5.27,7.91,102.83,137.11,79.1,29.0,706.64,58.88666666666666
PRECTOTCORR_SUM,26.75,-1.75,48.52,133.42,81.74,108.63,15.82,10.02,5.27,26.89,96.5,147.66,81.21,22.68,778.36,64.86333333333333
PRECTOTCORR_SUM,26.75,-2.25,51.68,131.31,95.98,120.23,23.73,12.13,5.27,37.97,118.65,189.84,89.65,27.42,903.87,75.32166666666667
PRECTOTCORR_SUM,26.75,-2.75,58.01,133.42,102.3,110.74,29.0,15.29,3.16,58.01,146.07,218.32,100.2,30.59,1005.12,83.75916666666667
PRECTOTCORR_SUM,26.75,-3.25,66.97,137.64,108.11,82.79,29.0,16.88,0.0,82.79,165.06,225.7,110.74,32.17,1057.85,88.15416666666668
PRECTOTCORR_SUM,26.75,-3.75,71.19,97.56,150.29,65.92,29.0,10.55,0.0,87.01,171.39,242.58,121.29,44.82,1091.6,90.96666666666665
PRECTOTCORR_SUM,26.75,-4.25,96.5,103.89,203.03,74.36,31.11,6.33,8.44,131.31,198.81,276.33,125.51,87.01,1342.62,111.88583333333332
PRECTOTCORR_SUM,26.75,-4.75,109.16,108.63,214.63,71.72,31.64,6.86,13.71,161.37,242.05,308.5,143.96,100.72,1512.95,126.07916666666667
PRECTOTCORR_SUM,26.75,-5.25,108.11,104.41,194.59,62.23,30.59,6.86,14.77,165.59,258.93,313.77,157.68,95.45,1512.95,126.08166666666669
PRECTOTCORR_SUM,26.75,-5.75,97.56,94.92,155.57,50.63,27.42,5.27,10.55,149.24,237.3,298.48,160.31,85.96,1373.2,114.43416666666667
PRECTOTCORR_SUM,26.75,-6.25,87.01,94.92,113.38,42.19,21.09,5.27,0.0,134.47,195.12,300.59,158.2,92.29,1244.53,103.71083333333333
PRECTOTCORR_SUM,26.75,-6.75,110.21,164.53,126.04,46.41,27.42,9.49,2.11,138.69,199.34,349.1,204.61,164.0,1541.95,128.49583333333337
PRECTOTCORR_SUM,27.25,-1.25,65.92,123.93,94.92,100.2,21.09,7.91,5.27,13.18,131.84,147.66,102.83,31.64,846.39,70.5325
PRECTOTCORR_SUM,27.25,-1.75,68.03,153.46,118.12,117.07,23.2,5.8,5.27,36.39,127.62,162.42,104.94,25.31,947.64,78.96916666666665
PRECTOTCORR_SUM,27.25,-2.25,81.21,159.26,142.91,126.04,25.31,8.44,5.27,59.59,143.96,202.5,118.12,33.22,1105.84,92.15250000000002
PRECTOTCORR_SUM,27.25,-2.75,95.98,156.09,157.68,120.76,33.75,13.71,3.16,83.85,159.79,230.98,127.62,39.55,1222.91,101.90999999999998
PRECTOTCORR_SUM,27.25,-3.25,100.2,142.91,169.8,103.36,42.71,16.88,0.53,104.41,169.8,243.63,130.25,41.13,1265.62,105.46750000000002
PRECTOTCORR_SUM,27.25,-3.75,79.1,102.83,205.66,84.38,34.28,10.55,2.64,110.74,184.57,268.95,134.47,47.46,1265.62,105.46916666666668
PRECTOTCORR_SUM,27.25,-4.25,108.63,145.02,268.95,101.25,36.39,10.55,4.75,180.35,205.66,298.48,153.46,114.96,1628.44,135.70416666666668
PRECTOTCORR_SUM,27.25,-4.75,125.51,155.57,283.18,103.89,38.5,12.13,6.86,224.65,233.09,331.17,180.35,141.33,1836.21,153.01916666666665
PRECTOTCORR_SUM,27.25,-5.25,125.51,150.29,256.82,99.67,39.55,11.07,7.91,234.14,245.74,338.55,197.23,135.0,1841.48,153.45666666666665
PRECTOTCORR_SUM,27.25,-5.75,115.49,137.11,204.08,88.07,37.97,7.91,6.33,207.77,235.2,316.41,202.5,119.18,1678.01,139.835
PRECTOTCORR_SUM,27.25,-6.25,113.38,116.02,145.02,60.64,31.64,7.91,0.0,152.93,205.66,284.77,210.94,131.84,1460.74,121.72916666666664
PRECTOTCORR_SUM,27.25,-6.75,142.91,204.61,172.44,52.21,40.08,12.13,4.22,142.38,222.54,379.69,272.11,199.34,1844.65,153.72166666666666
PRECTOTCORR_SUM,27.75,-1.25,76.46,105.47,116.02,84.38,29.0,7.91,2.64,13.18,139.75,137.11,102.83,36.91,851.66,70.97166666666666
PRECTOTCORR_SUM,27.75,-1.75,72.25,118.12,145.55,103.36,33.22,1.58,2.64,30.06,129.2,149.77,100.72,26.37,912.83,76.07000000000001
PRECTOTCORR_SUM,27.75,-2.25,88.59,137.11,173.5,114.43,39.02,4.75,2.64,65.92,139.22,181.41,117.6,31.64,1095.82,91.31916666666667
PRECTOTCORR_SUM,27.75,-2.75,104.41,133.95,193.54,120.76,47.46,8.96,2.64,87.01,150.82,215.16,133.42,36.91,1235.04,102.92000000000002
PRECTOTCORR_SUM,27.75,-3.25,102.3,109.69,204.61,117.6,51.15,9.49,2.64,90.7,156.09,240.47,137.64,35.86,1258.24,104.85333333333334
PRECTOTCORR_SUM,27.75,-3.75,68.55,94.92,210.94,92.29,34.28,5.27,2.64,105.47,158.2,253.12,129.2,31.64,1186.52,98.87666666666667
PRECTOTCORR_SUM,27.75,-4.25,87.54,149.77,246.8,94.39,27.95,9.49,2.64,158.2,151.88,255.23,146.07,94.92,1424.88,118.74
PRECTOTCORR_SUM,27.75,-4.75,104.94,160.31,258.93,101.25,29.53,12.13,2.64,196.7,166.11,281.07,177.19,123.4,1614.2,134.51666666666668
PRECTOTCORR_SUM,27.75,-5.25,110.21,150.82,241.0,102.3,32.7,12.13,2.64,206.19,181.93,290.57,199.34,122.34,1652.17,137.6808333333333
PRECTOTCORR_SUM,27.75,-5.75,107.05,136.58,199.34,90.18,34.28,10.55,2.11,182.46,187.21,269.47,207.25,110.21,1536.68,128.0575
PRECTOTCORR_SUM,27.75,-6.25,113.38,123.93,152.93,60.64,34.28,10.55,0.0,131.84,176.66,229.39,213.57,118.65,1365.82,113.81833333333333
PRECTOTCORR_SUM,27.75,-6.75,145.02,185.1,182.46,47.99,46.93,16.88,2.11,112.85,212.52,330.64,253.65,156.62,1692.77,141.06416666666667
PRECTOTCORR_SUM,28.25,-1.25,71.19,79.1,123.93,79.1,36.91,2.64,0.0,13.18,142.38,121.29,84.38,36.91,791.02,65.9175
PRECTOTCORR_SUM,28.25,-1.75,64.86,81.21,147.13,100.2,36.91,0.53,0.0,19.51,123.4,117.07,84.38,26.37,801.56,66.7975
PRECTOTCORR_SUM,28.25,-2.25,75.94,95.98,175.08,113.38,43.24,3.16,0.0,41.66,120.23,152.4,104.94,31.64,957.66,79.80416666666666
PRECTOTCORR_SUM,28.25,-2.75,84.38,98.09,196.17,117.6,47.46,6.33,1.05,53.26,129.73,195.64,126.04,34.8,1090.55,90.87916666666666
PRECTOTCORR_SUM,28.25,-3.25,78.57,87.01,203.55,109.69,43.77,7.38,2.11,52.73,135.53,223.59,135.0,31.11,1110.06,92.50333333333333
PRECTOTCORR_SUM,28.25,-3.75,55.37,87.01,195.12,84.38,29.0,5.27,0.0,63.28,108.11,221.48,126.56,29.0,1004.59,83.71499999999999
PRECTOTCORR_SUM,28.25,-4.25,63.81,129.2,203.55,67.5,26.89,9.49,0.0,80.16,91.23,196.17,135.0,75.41,1078.42,89.8675
PRECTOTCORR_SUM,28.25,-4.75,76.99,136.58,207.25,66.45,26.37,10.55,0.0,104.94,94.92,208.83,152.93,94.92,1180.72,98.39416666666666
PRECTOTCORR_SUM,28.25,-5.25,82.27,128.14,194.59,65.39,27.42,10.55,0.0,115.49,103.36,211.99,170.86,98.09,1208.14,100.67916666666666
PRECTOTCORR_SUM,28.25,-5.75,81.21,122.34,168.22,57.48,30.59,10.55,0.0,106.0,113.38,198.81,181.41,94.92,1164.9,97.07583333333334
PRECTOTCORR_SUM,28.25,-6.25,89.65,137.11,145.02,44.82,36.91,10.55,0.0,87.01,134.47,203.03,179.3,94.92,1162.79,96.89916666666669
PRECTOTCORR_SUM,28.25,-6.75,123.4,185.62,178.77,44.82,41.13,16.88,0.0,70.14,182.99,270.53,196.17,128.67,1439.12,119.92666666666668
PRECTOTCORR_SUM,28.75,-1.25,73.83,87.01,142.38,94.92,36.91,0.0,0.0,18.46,142.38,113.38,79.1,42.19,830.57,69.21333333333335
PRECTOTCORR_SUM,28.75,-1.75,69.61,87.01,155.04,105.47,36.91,0.0,0.0,26.89,121.29,107.05,81.21,40.08,830.57,69.21333333333332
PRECTOTCORR_SUM,28.75,-2.25,79.63,90.18,177.19,111.27,38.5,1.58,0.0,29.0,122.34,149.77,110.21,50.62,960.29,80.02416666666666
PRECTOTCORR_SUM,28.75,-2.75,88.07,95.45,197.23,108.11,37.44,4.75,0.0,31.11,124.45,195.12,136.58,58.01,1076.31,89.69333333333334
PRECTOTCORR_SUM,28.75,-3.25,84.9,101.25,204.61,94.39,33.75,8.96,0.0,32.7,114.43,213.05,148.71,60.12,1096.88,91.40583333333332
PRECTOTCORR_SUM,28.75,-3.75,65.92,105.47,189.84,71.19,31.64,13.18,0.0,26.37,87.01,189.84,152.93,68.55,1001.95,83.495
PRECTOTCORR_SUM,28.75,-4.25,72.25,143.44,196.17,64.86,35.86,15.29,0.0,28.48,80.68,185.62,161.37,102.3,1086.33,90.52666666666666
PRECTOTCORR_SUM,28.75,-4.75,83.32,156.09,196.17,63.28,36.91,17.4,0.0,47.99,80.68,201.97,171.39,120.23,1175.45,97.95249999999999
PRECTOTCORR_SUM,28.75,-5.25,92.81,152.93,186.68,62.23,37.97,18.46,0.0,63.81,87.01,210.41,177.71,122.34,1212.36,101.02999999999999
PRECTOTCORR_SUM,28.75,-5.75,101.25,152.93,176.66,61.7,40.08,17.4,0.0,68.03,103.36,211.99,179.82,117.07,1230.29,102.52416666666666
PRECTOTCORR_SUM,28.75,-6.25,116.02,184.57,187.21,65.92,42.19,13.18,0.0,65.92,137.11,237.3,181.93,121.29,1352.64,112.71999999999998
PRECTOTCORR_SUM,28.75,-6.75,151.88,235.2,225.18,76.46,42.19,15.29,0.0,57.48,187.73,277.38,226.23,174.02,1669.04,139.08666666666667
PRECTOTCORR_SUM,29.25,-1.25,100.2,92.29,189.84,105.47,31.64,2.64,0.0,23.73,139.75,113.38,92.29,65.92,957.13,79.7625
PRECTOTCORR_SUM,29.25,-1.75,95.98,102.83,194.06,107.58,37.97,2.64,0.0,38.5,127.09,123.93,100.72,68.03,999.32,83.27749999999999
PRECTOTCORR_SUM,29.25,-2.25,112.32,114.96,210.94,106.52,34.8,2.64,0.0,35.86,131.84,180.35,137.64,84.38,1152.25,96.02083333333333
PRECTOTCORR_SUM,29.25,-2.75,128.14,129.73,224.65,102.3,32.7,5.8,1.05,32.7,131.84,229.92,174.55,103.36,1296.74,108.06166666666665
PRECTOTCORR_SUM,29.25,-3.25,131.31,143.96,225.7,95.45,35.86,12.66,2.64,31.64,117.6,244.69,199.34,118.65,1359.49,113.29166666666667
PRECTOTCORR_SUM,29.25,-3.75,118.65,150.29,210.94,87.01,42.19,21.09,2.64,21.09,92.29,221.48,216.21,129.2,1313.09,109.42333333333333
PRECTOTCORR_SUM,29.25,-4.25,127.09,192.48,221.48,91.23,56.95,33.75,0.53,33.75,104.94,242.58,214.1,152.4,1471.29,122.60666666666667
PRECTOTCORR_SUM,29.25,-4.75,137.11,212.52,217.79,92.29,60.64,40.08,0.0,46.41,109.69,268.42,226.23,167.7,1578.87,131.57333333333335
PRECTOTCORR_SUM,29.25,-5.25,140.27,208.3,210.41,91.23,60.64,35.86,0.0,55.9,117.07,275.8,226.23,162.42,1584.14,132.01083333333335
PRECTOTCORR_SUM,29.25,-5.75,143.44,199.34,213.05,93.87,58.54,24.26,0.53,60.12,133.42,266.31,214.1,149.24,1556.19,129.68499999999997
PRECTOTCORR_SUM,29.25,-6.25,168.75,226.76,242.58,110.74,50.1,15.82,2.64,58.01,160.84,266.31,216.21,166.11,1684.86,140.40583333333333
PRECTOTCORR_SUM,29.25,-6.75,200.39,302.7,286.87,129.73,47.99,11.6,4.75,55.9,211.46,325.37,313.24,239.94,2129.94,177.495
PRECTOTCORR_SUM,29.75,-1.25,126.56,108.11,239.94,102.83,44.82,7.91,0.0,26.37,147.66,158.2,134.47,100.2,1197.07,99.75583333333334
PRECTOTCORR_SUM,29.75,-1.75,132.89,112.32,239.94,100.72,49.04,12.13,0.0,36.91,137.11,168.75,151.35,100.2,1241.37,103.44666666666666
PRECTOTCORR_SUM,29.75,-2.25,161.37,140.27,252.6,97.03,43.77,21.09,0.0,39.55,140.8,234.67,187.21,119.18,1437.54,119.79500000000002
PRECTOTCORR_SUM,29.75,-2.75,176.13,166.64,262.09,97.03,44.82,26.37,1.05,34.28,150.29,282.13,229.39,146.6,1616.84,134.73499999999999
PRECTOTCORR_SUM,29.75,-3.25,170.86,178.77,258.93,102.3,54.32,26.89,2.64,27.42,150.82,288.46,270.0,171.91,1703.32,141.94333333333333
PRECTOTCORR_SUM,29.75,-3.75,168.75,176.66,239.94,110.74,60.64,29.0,2.64,31.64,121.29,282.13,305.86,184.57,1713.87,142.82166666666666
PRECTOTCORR_SUM,29.75,-4.25,177.19,223.07,239.94,112.85,79.63,50.1,0.53,59.06,127.62,305.33,276.33,193.01,1844.65,153.72166666666666
PRECTOTCORR_SUM,29.75,-4.75,180.88,248.91,236.78,114.96,92.29,55.37,0.0,69.08,140.27,333.28,272.11,196.7,1940.62,161.71916666666667
PRECTOTCORR_SUM,29.75,-5.25,174.55,245.74,239.94,114.96,93.34,46.93,2.11,69.08,148.71,335.39,264.73,188.26,1923.75,160.31166666666667
PRECTOTCORR_SUM,29.75,-5.75,166.64,235.2,257.34,119.18,85.96,32.17,6.86,65.92,162.42,313.24,255.23,180.35,1880.51,156.70916666666665
PRECTOTCORR_SUM,29.75,-6.25,179.3,268.95,295.31,142.38,81.74,23.73,13.18,65.92,210.94,300.59,274.22,205.66,2061.91,171.82666666666668
PRECTOTCORR_SUM,29.75,-6.75,244.69,397.62,388.12,182.46,85.96,23.73,27.95,108.11,282.66,418.71,417.66,346.99,2924.65,243.72166666666666
PRECTOTCORR_SUM,30.25,-1.25,110.74,123.93,245.21,81.74,52.73,15.82,2.64,21.09,142.38,216.21,189.84,102.83,1305.18,108.76333333333334
PRECTOTCORR_SUM,30.25,-1.75,136.05,109.16,249.43,81.74,54.84,24.26,0.53,25.31,144.49,235.2,215.16,111.27,1387.44,115.62
PRECTOTCORR_SUM,30.25,-2.25,166.11,133.95,261.56,78.57,56.95,40.61,0.0,29.53,159.26,292.15,243.63,133.95,1596.27,133.0225
PRECTOTCORR_SUM,30.25,-2.75,179.82,161.37,273.16,80.68,59.06,46.93,0.0,26.37,170.86,320.62,274.22,156.09,1749.2,145.765
PRECTOTCORR_SUM,30.25,-3.25,173.5,172.97,274.22,89.65,62.23,41.66,0.0,20.57,168.22,305.86,303.75,171.39,1784.0,148.66833333333332
PRECTOTCORR_SUM,30.25,-3.75,160.84,168.75,253.12,100.2,68.55,39.55,0.0,29.0,145.02,284.77,326.95,181.93,1758.69,146.55666666666667
PRECTOTCORR_SUM,30.25,-4.25,173.5,206.72,240.47,104.41,87.54,50.1,0.0,58.54,128.14,297.42,278.44,181.93,1807.21,150.60083333333336
PRECTOTCORR_SUM,30.25,-4.75,175.08,228.87,237.3,108.63,108.11,52.73,1.58,69.08,144.49,322.73,253.65,178.77,1881.04,156.7516666666667
